spatial_level,spatial_group,metric_group,metric,comparison_type,comparison_period,pre_bloom_mean_fished,pre_bloom_mean_no_take,pre_bloom_mean_overall,comparison_mean_fished,comparison_mean_no_take,comparison_mean_overall,change_fished,change_no_take,change_overall
location,Carrickalinga,species_richness,M1 fish species richness,period,Bloom,8.099056603773585,11.018072289156626,9.380952380952381,4.215909090909091,6.35,4.8828125,-47.94567692063324,-42.36741388737014,-47.94971446700508
location,Carrickalinga,species_richness,M1 fish species richness,period_split,Bloom 2026-01,8.099056603773585,11.018072289156626,9.380952380952381,4.215909090909091,6.35,4.8828125,-47.94567692063324,-42.36741388737014,-47.94971446700508
location,Carrickalinga,species_richness,M2 fish species richness,period,Bloom,1.5592417061611374,1.4848484848484849,1.5265957446808511,0.4772727272727273,0.42105263157894735,0.4603174603174603,-69.39071566731141,-71.64339419978518,-69.84680050882142
location,Carrickalinga,species_richness,M2 fish species richness,period_split,Bloom 2026-01,1.5592417061611374,1.4848484848484849,1.5265957446808511,0.4772727272727273,0.42105263157894735,0.4603174603174603,-69.39071566731141,-71.64339419978518,-69.84680050882142
location,Carrickalinga,species_richness,M2 invertebrate species richness,period,Bloom,4.64622641509434,5.394578313253012,4.974867724867725,3.9545454545454546,5.025,4.2890625,-14.886940470696814,-6.850921273031815,-13.785396171231056
location,Carrickalinga,species_richness,M2 invertebrate species richness,period_split,Bloom 2026-01,4.64622641509434,5.394578313253012,4.974867724867725,3.9545454545454546,5.025,4.2890625,-14.886940470696814,-6.850921273031815,-13.785396171231056
location,Carrickalinga,total_abundance,M1 fish total abundance,period,Bloom,148.16509433962264,116.1867469879518,134.1216931216931,15.806818181818182,38.375,22.859375,-89.33161804926473,-66.97127598900815,-82.95624334293265
location,Carrickalinga,total_abundance,M1 fish total abundance,period_split,Bloom 2026-01,148.16509433962264,116.1867469879518,134.1216931216931,15.806818181818182,38.375,22.859375,-89.33161804926473,-66.97127598900815,-82.95624334293265
location,Carrickalinga,total_abundance,M2 fish total abundance,period,Bloom,6.492890995260663,6.924242424242424,6.68218085106383,0.7045454545454546,0.5526315789473685,0.6587301587301587,-89.14897146648971,-92.01888748128528,-90.14198847034667
location,Carrickalinga,total_abundance,M2 fish total abundance,period_split,Bloom 2026-01,6.492890995260663,6.924242424242424,6.68218085106383,0.7045454545454546,0.5526315789473685,0.6587301587301587,-89.14897146648971,-92.01888748128528,-90.14198847034667
location,Carrickalinga,total_abundance,M2 invertebrate total abundance,period,Bloom,12.903301886792454,41.93975903614458,25.654761904761905,8.454545454545455,19.95,12.046875,-34.47765906183015,-52.43177247917266,-53.042343387471
location,Carrickalinga,total_abundance,M2 invertebrate total abundance,period_split,Bloom 2026-01,12.903301886792454,41.93975903614458,25.654761904761905,8.454545454545455,19.95,12.046875,-34.47765906183015,-52.43177247917266,-53.042343387471
location,Eastern Spencer Gulf,b20,M1 fish B20 biomass,period,Bloom,4.160888278596392,NA,4.160888278596392,1.526312818809394,NA,1.526312818809394,-63.31762074312962,NA,-63.31762074312962
location,Eastern Spencer Gulf,b20,M1 fish B20 biomass,period_split,Bloom 2026-03,4.160888278596392,NA,4.160888278596392,1.526312818809394,NA,1.526312818809394,-63.31762074312962,NA,-63.31762074312962
location,Eastern Spencer Gulf,b20,M2 fish B20 biomass,period,Bloom,0.037814864939000166,NA,0.037814864939000166,0,NA,0,-100,NA,-100
location,Eastern Spencer Gulf,b20,M2 fish B20 biomass,period_split,Bloom 2026-03,0.037814864939000166,NA,0.037814864939000166,0,NA,0,-100,NA,-100
location,Eastern Spencer Gulf,invert_phylum_abundance,M2 invertebrate Arthropoda abundance,period,Bloom,0.8,NA,0.8,4,NA,4,400,NA,400
location,Eastern Spencer Gulf,invert_phylum_abundance,M2 invertebrate Arthropoda abundance,period_split,Bloom 2026-03,0.8,NA,0.8,4,NA,4,400,NA,400
location,Eastern Spencer Gulf,invert_phylum_abundance,M2 invertebrate Chordata abundance,period,Bloom,0,NA,0,0,NA,0,NA,NA,NA
location,Eastern Spencer Gulf,invert_phylum_abundance,M2 invertebrate Chordata abundance,period_split,Bloom 2026-03,0,NA,0,0,NA,0,NA,NA,NA
location,Eastern Spencer Gulf,invert_phylum_abundance,M2 invertebrate Cnidaria abundance,period,Bloom,0,NA,0,0,NA,0,NA,NA,NA
location,Eastern Spencer Gulf,invert_phylum_abundance,M2 invertebrate Cnidaria abundance,period_split,Bloom 2026-03,0,NA,0,0,NA,0,NA,NA,NA
location,Eastern Spencer Gulf,invert_phylum_abundance,M2 invertebrate Echinodermata abundance,period,Bloom,42.06666666666667,NA,42.06666666666667,0.20833333333333334,NA,0.20833333333333334,-99.50475435816165,NA,-99.50475435816165
location,Eastern Spencer Gulf,invert_phylum_abundance,M2 invertebrate Echinodermata abundance,period_split,Bloom 2026-03,42.06666666666667,NA,42.06666666666667,0.20833333333333334,NA,0.20833333333333334,-99.50475435816165,NA,-99.50475435816165
location,Eastern Spencer Gulf,invert_phylum_abundance,M2 invertebrate Mollusca abundance,period,Bloom,8.566666666666666,NA,8.566666666666666,3.5,NA,3.5,-59.143968871595334,NA,-59.143968871595334
location,Eastern Spencer Gulf,invert_phylum_abundance,M2 invertebrate Mollusca abundance,period_split,Bloom 2026-03,8.566666666666666,NA,8.566666666666666,3.5,NA,3.5,-59.143968871595334,NA,-59.143968871595334
location,Eastern Spencer Gulf,invert_phylum_abundance,M2 invertebrate Platyhelminthes abundance,period,Bloom,0,NA,0,0,NA,0,NA,NA,NA
location,Eastern Spencer Gulf,invert_phylum_abundance,M2 invertebrate Platyhelminthes abundance,period_split,Bloom 2026-03,0,NA,0,0,NA,0,NA,NA,NA
location,Eastern Spencer Gulf,shannon_diversity,M1 fish Shannon diversity,period,Bloom,1.4192866020094106,NA,1.4192866020094106,0.8020876102139732,NA,0.8020876102139732,-43.48656507583555,NA,-43.48656507583555
location,Eastern Spencer Gulf,shannon_diversity,M1 fish Shannon diversity,period_split,Bloom 2026-03,1.4192866020094106,NA,1.4192866020094106,0.8020876102139732,NA,0.8020876102139732,-43.48656507583555,NA,-43.48656507583555
location,Eastern Spencer Gulf,shannon_diversity,M2 fish Shannon diversity,period,Bloom,0.18984179977469698,NA,0.18984179977469698,0.3512478894175773,NA,0.3512478894175773,85.02136507051449,NA,85.02136507051449
location,Eastern Spencer Gulf,shannon_diversity,M2 fish Shannon diversity,period_split,Bloom 2026-03,0.18984179977469698,NA,0.18984179977469698,0.3512478894175773,NA,0.3512478894175773,85.02136507051449,NA,85.02136507051449
location,Eastern Spencer Gulf,shannon_diversity,M2 invertebrate Shannon diversity,period,Bloom,1.2605815780588339,NA,1.2605815780588339,0.9004301911318284,NA,0.9004301911318284,-28.570256236934824,NA,-28.570256236934824
location,Eastern Spencer Gulf,shannon_diversity,M2 invertebrate Shannon diversity,period_split,Bloom 2026-03,1.2605815780588339,NA,1.2605815780588339,0.9004301911318284,NA,0.9004301911318284,-28.570256236934824,NA,-28.570256236934824
location,Eastern Spencer Gulf,species_richness,M1 fish species richness,period,Bloom,6.7272727272727275,NA,6.7272727272727275,3.0833333333333335,NA,3.0833333333333335,-54.16666666666667,NA,-54.16666666666667
location,Eastern Spencer Gulf,species_richness,M1 fish species richness,period_split,Bloom 2026-03,6.7272727272727275,NA,6.7272727272727275,3.0833333333333335,NA,3.0833333333333335,-54.16666666666667,NA,-54.16666666666667
location,Eastern Spencer Gulf,species_richness,M2 fish species richness,period,Bloom,0.9,NA,0.9,1.2916666666666667,NA,1.2916666666666667,43.51851851851853,NA,43.51851851851853
location,Eastern Spencer Gulf,species_richness,M2 fish species richness,period_split,Bloom 2026-03,0.9,NA,0.9,1.2916666666666667,NA,1.2916666666666667,43.51851851851853,NA,43.51851851851853
location,Eastern Spencer Gulf,species_richness,M2 invertebrate species richness,period,Bloom,8.5,NA,8.5,3.4166666666666665,NA,3.4166666666666665,-59.80392156862745,NA,-59.80392156862745
location,Eastern Spencer Gulf,species_richness,M2 invertebrate species richness,period_split,Bloom 2026-03,8.5,NA,8.5,3.4166666666666665,NA,3.4166666666666665,-59.80392156862745,NA,-59.80392156862745
location,Eastern Spencer Gulf,total_abundance,M1 fish total abundance,period,Bloom,22.545454545454547,NA,22.545454545454547,9.791666666666666,NA,9.791666666666666,-56.56922043010753,NA,-56.56922043010753
location,Eastern Spencer Gulf,total_abundance,M1 fish total abundance,period_split,Bloom 2026-03,22.545454545454547,NA,22.545454545454547,9.791666666666666,NA,9.791666666666666,-56.56922043010753,NA,-56.56922043010753
location,Eastern Spencer Gulf,total_abundance,M2 fish total abundance,period,Bloom,1.8666666666666667,NA,1.8666666666666667,2.4166666666666665,NA,2.4166666666666665,29.464285714285694,NA,29.464285714285694
location,Eastern Spencer Gulf,total_abundance,M2 fish total abundance,period_split,Bloom 2026-03,1.8666666666666667,NA,1.8666666666666667,2.4166666666666665,NA,2.4166666666666665,29.464285714285694,NA,29.464285714285694
location,Eastern Spencer Gulf,total_abundance,M2 invertebrate total abundance,period,Bloom,51.43333333333333,NA,51.43333333333333,7.708333333333333,NA,7.708333333333333,-85.01296176279973,NA,-85.01296176279973
location,Eastern Spencer Gulf,total_abundance,M2 invertebrate total abundance,period_split,Bloom 2026-03,51.43333333333333,NA,51.43333333333333,7.708333333333333,NA,7.708333333333333,-85.01296176279973,NA,-85.01296176279973
location,Encounter Bay,b20,M1 fish B20 biomass,period,Bloom,4.031171312243094,1.3851194552025237,3.744002893649544,2.193040218505591,1.0947023749995042,1.9489651421709049,-45.59794043371227,-20.966933870736554,-47.94434733272573
location,Encounter Bay,b20,M1 fish B20 biomass,period_split,Bloom 2025-06,4.031171312243094,NA,3.744002893649544,4.1719243735776095,NA,4.1719243735776095,3.4916169627183393,NA,11.429517873874829
location,Encounter Bay,b20,M1 fish B20 biomass,period_split,Bloom 2026-02,4.031171312243094,1.3851194552025237,3.744002893649544,1.3248865735093116,2.1894047499990084,1.5410161176317358,-67.13395509921668,58.06613225852689,-58.840413284787864
location,Encounter Bay,b20,M1 fish B20 biomass,period_split,Bloom 2026-05,4.031171312243094,1.3851194552025237,3.744002893649544,1.51638653092799,0,1.0109243539519934,-62.383475831886294,-100,-72.99883620104326
location,Encounter Bay,b20,M2 fish B20 biomass,period,Bloom,0.07040207438050071,0.016239487804179054,0.06118291070793533,0,0,0,-100,-100,-100
location,Encounter Bay,b20,M2 fish B20 biomass,period_split,Bloom 2025-06,0.07040207438050071,NA,0.06118291070793533,0,NA,0,-100,NA,-100
location,Encounter Bay,b20,M2 fish B20 biomass,period_split,Bloom 2026-02,0.07040207438050071,0.016239487804179054,0.06118291070793533,0,0,0,-100,-100,-100
location,Encounter Bay,b20,M2 fish B20 biomass,period_split,Bloom 2026-05,0.07040207438050071,0.016239487804179054,0.06118291070793533,0,0,0,-100,-100,-100
location,Encounter Bay,invert_phylum_abundance,M2 invertebrate Arthropoda abundance,period,Bloom,3.8162393162393164,3.0833333333333335,3.6914893617021276,4.089285714285714,4.75,4.236111111111111,7.154855223164276,54.05405405405406,14.75344220300991
location,Encounter Bay,invert_phylum_abundance,M2 invertebrate Arthropoda abundance,period_split,Bloom 2025-06,3.8162393162393164,NA,3.6914893617021276,3.3125,NA,3.3125,-13.199888017917132,NA,-10.266570605187326
location,Encounter Bay,invert_phylum_abundance,M2 invertebrate Arthropoda abundance,period_split,Bloom 2026-02,3.8162393162393164,3.0833333333333335,3.6914893617021276,5.291666666666667,6,5.46875,38.66181410974244,94.59459459459458,48.14481268011528
location,Encounter Bay,invert_phylum_abundance,M2 invertebrate Arthropoda abundance,period_split,Bloom 2026-05,3.8162393162393164,3.0833333333333335,3.6914893617021276,3.0625,3.5,3.2083333333333335,-19.7508398656215,13.513513513513516,-13.088376560999038
location,Encounter Bay,invert_phylum_abundance,M2 invertebrate Chordata abundance,period,Bloom,3.6923076923076925,6.895833333333333,4.23758865248227,0,0,0,-100,-100,-100
location,Encounter Bay,invert_phylum_abundance,M2 invertebrate Chordata abundance,period_split,Bloom 2025-06,3.6923076923076925,NA,4.23758865248227,0,NA,0,-100,NA,-100
location,Encounter Bay,invert_phylum_abundance,M2 invertebrate Chordata abundance,period_split,Bloom 2026-02,3.6923076923076925,6.895833333333333,4.23758865248227,0,0,0,-100,-100,-100
location,Encounter Bay,invert_phylum_abundance,M2 invertebrate Chordata abundance,period_split,Bloom 2026-05,3.6923076923076925,6.895833333333333,4.23758865248227,0,0,0,-100,-100,-100
location,Encounter Bay,invert_phylum_abundance,M2 invertebrate Cnidaria abundance,period,Bloom,0.004273504273504274,0,0.0035460992907801418,0,0,0,-100,NA,-100
location,Encounter Bay,invert_phylum_abundance,M2 invertebrate Cnidaria abundance,period_split,Bloom 2025-06,0.004273504273504274,NA,0.0035460992907801418,0,NA,0,-100,NA,-100
location,Encounter Bay,invert_phylum_abundance,M2 invertebrate Cnidaria abundance,period_split,Bloom 2026-02,0.004273504273504274,0,0.0035460992907801418,0,0,0,-100,NA,-100
location,Encounter Bay,invert_phylum_abundance,M2 invertebrate Cnidaria abundance,period_split,Bloom 2026-05,0.004273504273504274,0,0.0035460992907801418,0,0,0,-100,NA,-100
location,Encounter Bay,invert_phylum_abundance,M2 invertebrate Echinodermata abundance,period,Bloom,38.36752136752137,18.25,34.94326241134752,1.5892857142857142,4.9375,2.3333333333333335,-95.85773159787416,-72.94520547945206,-93.32250862593871
location,Encounter Bay,invert_phylum_abundance,M2 invertebrate Echinodermata abundance,period_split,Bloom 2025-06,38.36752136752137,NA,34.94326241134752,2,NA,2,-94.78725774114503,NA,-94.27643596509031
location,Encounter Bay,invert_phylum_abundance,M2 invertebrate Echinodermata abundance,period_split,Bloom 2026-02,38.36752136752137,18.25,34.94326241134752,2.125,9.125,3.875,-94.46146134996658,-50,-88.9105946823625
location,Encounter Bay,invert_phylum_abundance,M2 invertebrate Echinodermata abundance,period_split,Bloom 2026-05,38.36752136752137,18.25,34.94326241134752,0.375,0.75,0.5,-99.02261082646469,-95.89041095890411,-98.56910899127259
location,Encounter Bay,invert_phylum_abundance,M2 invertebrate Mollusca abundance,period,Bloom,13.58974358974359,11.354166666666666,13.209219858156029,4.232142857142857,6.1875,4.666666666666667,-68.85781671159029,-45.50458715596331,-64.67114093959731
location,Encounter Bay,invert_phylum_abundance,M2 invertebrate Mollusca abundance,period_split,Bloom 2025-06,13.58974358974359,NA,13.209219858156029,3.8125,NA,3.8125,-71.94575471698113,NA,-71.13758389261744
location,Encounter Bay,invert_phylum_abundance,M2 invertebrate Mollusca abundance,period_split,Bloom 2026-02,13.58974358974359,11.354166666666666,13.209219858156029,4.625,5,4.71875,-65.96698113207546,-55.96330275229357,-64.2768456375839
location,Encounter Bay,invert_phylum_abundance,M2 invertebrate Mollusca abundance,period_split,Bloom 2026-05,13.58974358974359,11.354166666666666,13.209219858156029,4.0625,7.375,5.166666666666667,-70.10613207547169,-35.04587155963303,-60.88590604026846
location,Encounter Bay,invert_phylum_abundance,M2 invertebrate Platyhelminthes abundance,period,Bloom,0,0,0,0,0,0,NA,NA,NA
location,Encounter Bay,invert_phylum_abundance,M2 invertebrate Platyhelminthes abundance,period_split,Bloom 2025-06,0,NA,0,0,NA,0,NA,NA,NA
location,Encounter Bay,invert_phylum_abundance,M2 invertebrate Platyhelminthes abundance,period_split,Bloom 2026-02,0,0,0,0,0,0,NA,NA,NA
location,Encounter Bay,invert_phylum_abundance,M2 invertebrate Platyhelminthes abundance,period_split,Bloom 2026-05,0,0,0,0,0,0,NA,NA,NA
location,Encounter Bay,shannon_diversity,M1 fish Shannon diversity,period,Bloom,1.317288997769094,0.8224108093320569,1.2635812873960823,0.6076502558123109,0.3158622032232669,0.5428084663480789,-53.87115076179926,-61.59313573713812,-57.04206197397334
location,Encounter Bay,shannon_diversity,M1 fish Shannon diversity,period_split,Bloom 2025-06,1.317288997769094,NA,1.2635812873960823,0.8236788178235863,NA,0.8236788178235863,-37.47166952593284,NA,-34.81394303321969
location,Encounter Bay,shannon_diversity,M1 fish Shannon diversity,period_split,Bloom 2026-02,1.317288997769094,0.8224108093320569,1.2635812873960823,0.6291332838595208,0.6317244064465338,0.629781064506274,-52.24029921110744,-23.18627147427624,-50.15903837859995
location,Encounter Bay,shannon_diversity,M1 fish Shannon diversity,period_split,Bloom 2026-05,1.317288997769094,0.8224108093320569,1.2635812873960823,0.3593971517302204,0,0.23959810115348026,-72.71690932370342,-100,-81.03817272830696
location,Encounter Bay,shannon_diversity,M2 fish Shannon diversity,period,Bloom,0.08000019769651351,0.09118548215128264,0.0819040759015806,0.012377628224284737,0,0.009627044174443685,-84.5280029541425,-100,-88.24595226980895
location,Encounter Bay,shannon_diversity,M2 fish Shannon diversity,period_split,Bloom 2025-06,0.08000019769651351,NA,0.0819040759015806,0,NA,0,-100,NA,-100
location,Encounter Bay,shannon_diversity,M2 fish Shannon diversity,period_split,Bloom 2026-02,0.08000019769651351,0.09118548215128264,0.0819040759015806,0.028881132523331052,0,0.02166084939249829,-63.898673559665816,-100,-73.55339260707015
location,Encounter Bay,shannon_diversity,M2 fish Shannon diversity,period_split,Bloom 2026-05,0.08000019769651351,0.09118548215128264,0.0819040759015806,0,0,0,-100,-100,-100
location,Encounter Bay,shannon_diversity,M2 invertebrate Shannon diversity,period,Bloom,1.5849843479586265,1.7200951646043343,1.6079819337706618,1.045125055260338,1.4105804541350364,1.126337366121382,-34.060859553193566,-17.99404572714407,-29.953356908671225
location,Encounter Bay,shannon_diversity,M2 invertebrate Shannon diversity,period_split,Bloom 2025-06,1.5849843479586265,NA,1.6079819337706618,1.3515366649810419,NA,1.3515366649810419,-14.728705887742848,NA,-15.948268037332028
location,Encounter Bay,shannon_diversity,M2 invertebrate Shannon diversity,period_split,Bloom 2026-02,1.5849843479586265,1.7200951646043343,1.6079819337706618,1.0487126493736822,1.5567293708446155,1.1757168297414156,-33.83451068621801,-9.497485785752858,-26.882460241055057
location,Encounter Bay,shannon_diversity,M2 invertebrate Shannon diversity,period_split,Bloom 2026-05,1.5849843479586265,1.7200951646043343,1.6079819337706618,0.7333320543696179,1.2644315374254576,0.9103652153882311,-53.73253651910761,-26.490605668535267,-43.38461171305226
location,Encounter Bay,species_richness,M1 fish species richness,period,Bloom,6.3652173913043475,3.642857142857143,6.069767441860465,2.8392857142857144,1.5,2.5416666666666665,-55.39373536299765,-58.82352941176471,-58.125798212005115
location,Encounter Bay,species_richness,M1 fish species richness,period_split,Bloom 2025-06,6.3652173913043475,NA,6.069767441860465,3.625,NA,3.625,-43.049863387978135,NA,-40.27777777777778
location,Encounter Bay,species_richness,M1 fish species richness,period_split,Bloom 2026-02,6.3652173913043475,3.642857142857143,6.069767441860465,3,2.875,2.96875,-52.86885245901639,-21.07843137254902,-51.089559386973185
location,Encounter Bay,species_richness,M1 fish species richness,period_split,Bloom 2026-05,6.3652173913043475,3.642857142857143,6.069767441860465,1.8125,0.125,1.25,-71.52493169398906,-96.56862745098039,-79.40613026819923
location,Encounter Bay,species_richness,M2 fish species richness,period,Bloom,0.5,0.4166666666666667,0.4858156028368794,0.19642857142857142,0.25,0.20833333333333334,-60.714285714285715,-40,-57.116788321167874
location,Encounter Bay,species_richness,M2 fish species richness,period_split,Bloom 2025-06,0.5,NA,0.4858156028368794,0.1875,NA,0.1875,-62.5,NA,-61.40510948905109
location,Encounter Bay,species_richness,M2 fish species richness,period_split,Bloom 2026-02,0.5,0.4166666666666667,0.4858156028368794,0.20833333333333334,0.375,0.25,-58.33333333333333,-10.000000000000014,-48.54014598540146
location,Encounter Bay,species_richness,M2 fish species richness,period_split,Bloom 2026-05,0.5,0.4166666666666667,0.4858156028368794,0.1875,0.125,0.16666666666666666,-62.5,-70,-65.69343065693431
location,Encounter Bay,species_richness,M2 invertebrate species richness,period,Bloom,9.602564102564102,9.041666666666666,9.50709219858156,3.767857142857143,5.3125,4.111111111111111,-60.76196833873737,-41.2442396313364,-56.75742882009201
location,Encounter Bay,species_richness,M2 invertebrate species richness,period_split,Bloom 2025-06,9.602564102564102,NA,9.50709219858156,4.5625,NA,4.5625,-52.48664886515353,NA,-52.00951137635211
location,Encounter Bay,species_richness,M2 invertebrate species richness,period_split,Bloom 2026-02,9.602564102564102,9.041666666666666,9.50709219858156,4,6.25,4.5625,-58.344459279038716,-30.875576036866363,-52.00951137635211
location,Encounter Bay,species_richness,M2 invertebrate species richness,period_split,Bloom 2026-05,9.602564102564102,9.041666666666666,9.50709219858156,2.625,4.375,3.2083333333333335,-72.66355140186916,-51.61290322580645,-66.2532637075718
location,Encounter Bay,total_abundance,M1 fish total abundance,period,Bloom,24.48695652173913,14,23.348837209302324,16.303571428571427,10.625,15.041666666666666,-33.41936383928572,-24.10714285714286,-35.57851925630811
location,Encounter Bay,total_abundance,M1 fish total abundance,period_split,Bloom 2025-06,24.48695652173913,NA,23.348837209302324,18.3125,NA,18.3125,-25.215287642045453,NA,-21.569970119521912
location,Encounter Bay,total_abundance,M1 fish total abundance,period_split,Bloom 2026-02,24.48695652173913,14,23.348837209302324,21.083333333333332,20.875,21.03125,-13.899739583333343,49.10714285714286,-9.925921314741032
location,Encounter Bay,total_abundance,M1 fish total abundance,period_split,Bloom 2026-05,24.48695652173913,14,23.348837209302324,7.125,0.375,4.875,-70.90287642045455,-97.32142857142857,-79.12101593625498
location,Encounter Bay,total_abundance,M2 fish total abundance,period,Bloom,2.1965811965811968,0.4791666666666667,1.9042553191489362,0.2857142857142857,0.25,0.2777777777777778,-86.99277376320178,-47.82608695652174,-85.41278708876474
location,Encounter Bay,total_abundance,M2 fish total abundance,period_split,Bloom 2025-06,2.1965811965811968,NA,1.9042553191489362,0.375,NA,0.375,-82.92801556420234,NA,-80.3072625698324
location,Encounter Bay,total_abundance,M2 fish total abundance,period_split,Bloom 2026-02,2.1965811965811968,0.4791666666666667,1.9042553191489362,0.25,0.375,0.28125,-88.61867704280155,-21.739130434782624,-85.2304469273743
location,Encounter Bay,total_abundance,M2 fish total abundance,period_split,Bloom 2026-05,2.1965811965811968,0.4791666666666667,1.9042553191489362,0.25,0.125,0.20833333333333334,-88.61867704280155,-73.91304347826087,-89.05959031657355
location,Encounter Bay,total_abundance,M2 invertebrate total abundance,period,Bloom,59.47008547008547,39.583333333333336,56.08510638297872,9.910714285714286,15.875,11.23611111111111,-83.33495873198373,-59.89473684210527,-79.96596273815545
location,Encounter Bay,total_abundance,M2 invertebrate total abundance,period_split,Bloom 2025-06,59.47008547008547,NA,56.08510638297872,9.125,NA,9.125,-84.65615119287152,NA,-83.73008345978755
location,Encounter Bay,total_abundance,M2 invertebrate total abundance,period_split,Bloom 2026-02,59.47008547008547,39.583333333333336,56.08510638297872,12.041666666666666,20.125,14.0625,-79.75172463351538,-49.15789473684211,-74.9264984825493
