"start_date_fct","response","SE","df","asymp.LCL","asymp.UCL","Status","start_date_date","Period","reporting_name","metric","model_family","family_code","family_selection_reason","1","metric_id"
"2018-04-24",33.16666501284686,6.191675798348892,Inf,23.003628716288414,47.819745381975,"Not modelled by Status","2018-04-24","Pre-bloom","Windara Reef - Windara Shell fish Reef Sanctuary Zone","Total abundance","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"total_abundance"
"2018-11-29",30.33333036356504,5.681773116757605,Inf,21.012633978837506,43.788462306622286,"Not modelled by Status","2018-11-29","Pre-bloom","Windara Reef - Windara Shell fish Reef Sanctuary Zone","Total abundance","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"total_abundance"
"2019-10-22",30.00000282250959,5.621781518054456,Inf,20.77841138440038,43.314195329979285,"Not modelled by Status","2019-10-22","Pre-bloom","Windara Reef - Windara Shell fish Reef Sanctuary Zone","Total abundance","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"total_abundance"
"2020-10-28",102.83333740607353,18.72262033324485,Inf,71.97102655036328,146.92989372148926,"Not modelled by Status","2020-10-28","Pre-bloom","Windara Reef - Windara Shell fish Reef Sanctuary Zone","Total abundance","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"total_abundance"
"2025-10-24",74.66666322769038,13.656920952543446,Inf,52.17200837466995,106.86018750744714,"Not modelled by Status","2025-10-24","Bloom","Windara Reef - Windara Shell fish Reef Sanctuary Zone","Total abundance","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"total_abundance"
"2014-09-03",8.142078777606145,1.594737154262185,Inf,5.54645981458738,11.952389278362805,"Not modelled by Status","2014-09-03","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2015-12-10",6.455326274457475,1.26534154065306,Inf,4.396122918320352,9.479088297563468,"Not modelled by Status","2015-12-10","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2016-02-12",11.791755574183837,2.3022219579738263,Inf,8.042478487910103,17.288886719475403,"Not modelled by Status","2016-02-12","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2016-11-19",9.762412566759194,1.9775909499588604,Inf,6.563380779277377,14.520671941589042,"Not modelled by Status","2016-11-19","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2019-12-07",11.393527102877588,2.2260085580899065,Inf,7.768815770310214,16.709426981150138,"Not modelled by Status","2019-12-07","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2020-11-26",9.637203314276745,1.9542078237417724,Inf,6.476591648845216,14.340210523735353,"Not modelled by Status","2020-11-26","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2021-11-22",9.480664906591427,2.0784863047723503,Inf,6.169163476844681,14.56972366001336,"Not modelled by Status","2021-11-22","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2025-02-06",7.603986752381411,1.428285418856847,Inf,5.262074174322369,10.988179302477798,"Not modelled by Status","2025-02-06","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2026-02-21",6.960160985101825,1.2343867822934316,Inf,4.916526882595762,9.853264732472466,"Not modelled by Status","2026-02-21","Bloom","Aldinga - Aldinga Reef Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2016-05-24",4.576515998321053,0.6382635837090345,Inf,3.481947371215635,6.015168079802509,"Fished","2016-05-24","Pre-bloom","Bay of Shoals - Bay of Shoals Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"2017-04-05",6.65675045508736,0.7811025005107911,Inf,5.289107134182983,8.3780353653492,"Fished","2017-04-05","Pre-bloom","Bay of Shoals - Bay of Shoals Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"2018-03-28",7.072797427048349,0.8074570331384552,Inf,5.654768950735863,8.846420407247937,"Fished","2018-03-28","Pre-bloom","Bay of Shoals - Bay of Shoals Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"2026-03-24",4.410097318808671,0.6258078443324965,Inf,3.3393333314584948,5.82420394458461,"Fished","2026-03-24","Bloom","Bay of Shoals - Bay of Shoals Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"2016-05-24",3.8231665937094115,0.5883366621823299,Inf,2.827705279739129,5.169068681939896,"No-take","2016-05-24","Pre-bloom","Bay of Shoals - Bay of Shoals Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"2017-04-05",5.90317620322139,0.7319367747402434,Inf,4.62961615736243,7.527079589711065,"No-take","2017-04-05","Pre-bloom","Bay of Shoals - Bay of Shoals Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"2018-03-28",8.23118930878968,0.8784690684497597,Inf,6.677572042573005,10.146274275316857,"No-take","2018-03-28","Pre-bloom","Bay of Shoals - Bay of Shoals Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"2026-03-24",6.984039320210792,0.80221831830207,Inf,5.576141935831543,8.74741098550903,"No-take","2026-03-24","Bloom","Bay of Shoals - Bay of Shoals Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"2021-10-11",8.485403495703828,1.0761864173792672,Inf,6.6178412209105515,10.879993955943831,"Not modelled by Status","2021-10-11","Pre-bloom","Boston Bay","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"2022-05-10",4.550162926841865,0.647713509517588,Inf,3.442380051510243,6.014438368512757,"Not modelled by Status","2022-05-10","Pre-bloom","Boston Bay","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"2024-03-25",5.761600587553675,0.7864984386362731,Inf,4.409082593177299,7.529013264996908,"Not modelled by Status","2024-03-25","Pre-bloom","Boston Bay","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"2024-11-14",7.706562727205114,0.9921298955744813,Inf,5.98795414295676,9.918430844732674,"Not modelled by Status","2024-11-14","Pre-bloom","Boston Bay","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"2025-05-22",5.65693030888496,0.7694422959334895,Inf,4.333136852951053,7.385148820718027,"Not modelled by Status","2025-05-22","Bloom","Boston Bay","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"2025-11-11",6.919838321337101,0.9203253866248675,Inf,5.331970708286495,8.980574915580087,"Not modelled by Status","2025-11-11","Bloom","Boston Bay","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"2017-01-12",8.75000000000406,0.8539124984889545,Inf,7.2266878231541405,10.594410866173936,"Fished","2017-01-12","Pre-bloom","Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"2026-03-10",7.416666666659086,0.7861650333525887,Inf,6.025340360853403,9.129267584900555,"Fished","2026-03-10","Bloom","Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"2017-01-12",9.583333333313153,0.8936503734355097,Inf,7.982549993556784,11.50513029690024,"No-take","2017-01-12","Pre-bloom","Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"2026-03-10",7.666666666666306,0.7993051920389821,Inf,6.249750682590979,9.404819610084761,"No-take","2026-03-10","Bloom","Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"2015-12-10",8.931335274960345,0.7108492081662239,Inf,7.641328289813978,10.439120892120823,"Not modelled by Status","2015-12-10","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2016-12-06",6.162742214687447,0.5201688925141299,Inf,5.223095557435689,7.271433422393089,"Not modelled by Status","2016-12-06","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2017-12-05",10.118370550013115,0.6774634818765207,Inf,8.873999329978753,11.537235780658754,"Not modelled by Status","2017-12-05","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2018-12-11",10.77253314683607,0.7153691761496984,Inf,9.457847136532697,12.269966803695404,"Not modelled by Status","2018-12-11","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2020-12-04",11.4096911572305,0.723145574554621,Inf,10.076849762818902,12.918824371453857,"Not modelled by Status","2020-12-04","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2025-02-06",17.60432843605548,2.2503674295254346,Inf,13.702823788550758,22.616679924283588,"Not modelled by Status","2025-02-06","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2025-02-20",15.654771931519521,0.8788893135312275,Inf,14.023571606027122,17.475710975267045,"Not modelled by Status","2025-02-20","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2025-12-17",12.492486015537917,0.7599575952747156,Inf,11.08836667677455,14.074408918609707,"Not modelled by Status","2025-12-17","Bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2015-11-15",11.087317430338157,1.41187613121439,Inf,8.638397053182842,14.230488254274778,"Fished","2015-11-15","Pre-bloom","Chinamans Hat - Chinamans Hat Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2025-12-04",9.288870823462432,1.2699138089198245,Inf,7.105460057945613,12.143213876557697,"Fished","2025-12-04","Bloom","Chinamans Hat - Chinamans Hat Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2015-11-15",9.438774288412613,1.2473585067507296,Inf,7.28495894894581,12.22937022596279,"No-take","2015-11-15","Pre-bloom","Chinamans Hat - Chinamans Hat Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2025-12-04",8.58742019540092,1.1988555549226907,Inf,6.531754520313044,11.290042420155942,"No-take","2025-12-04","Bloom","Chinamans Hat - Chinamans Hat Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2017-01-12",4.624999994355493,0.760345253437969,Inf,3.351005003101049,6.3833461686846915,"Fished","2017-01-12","Pre-bloom","Cuttlefish Coast - Fairway Bank Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"2026-02-16",4.249999976464975,0.7288689249567669,Inf,3.0367502708961776,5.947970095882088,"Fished","2026-02-16","Bloom","Cuttlefish Coast - Fairway Bank Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"2017-01-12",4.4999999930063534,0.7499999378538806,Inf,3.245978214867518,6.238489169245294,"No-take","2017-01-12","Pre-bloom","Cuttlefish Coast - Fairway Bank Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"2026-02-16",4.499999981522673,0.6123723846030422,Inf,3.446503016142799,5.875520705728881,"No-take","2026-02-16","Bloom","Cuttlefish Coast - Fairway Bank Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"2016-01-19",12.000099876288433,2.275457828648887,Inf,8.275230561621575,17.401617510060003,"Not modelled by Status","2016-01-19","Pre-bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2017-02-25",15.500079199593408,1.9855685422820486,Inf,12.058534727613692,19.92385149776922,"Not modelled by Status","2017-02-25","Pre-bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2019-02-16",11.818203550490367,1.6599728592534475,Inf,8.974134249649335,15.563611071037935,"Not modelled by Status","2019-02-16","Pre-bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2020-04-10",7.749981221509349,1.143905215186859,Inf,5.803131678098926,10.34996485784096,"Not modelled by Status","2020-04-10","Pre-bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2022-03-16",15.500040766602316,1.9855627703325036,Inf,12.058506122081386,19.923799957806427,"Not modelled by Status","2022-03-16","Pre-bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2025-11-10",21.083471229846136,2.580981232981866,Inf,16.585949422213165,26.800561594889743,"Not modelled by Status","2025-11-10","Bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2026-04-08",20.83332040718475,2.5543869135624484,Inf,16.382950551689788,26.492617298637555,"Not modelled by Status","2026-04-08","Bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2020-10-13",7.111629160770728,1.4111514936910379,Inf,4.820213411298599,10.492329904268544,"Not modelled by Status","2020-10-13","Pre-bloom","Glenelg","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2021-10-25",6.665389098892352,1.3115065193981597,Inf,4.532522354938285,9.801917863952363,"Not modelled by Status","2021-10-25","Pre-bloom","Glenelg","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2022-12-02",5.758988979744467,1.1446402050619087,Inf,3.9008913955463145,8.502147510869978,"Not modelled by Status","2022-12-02","Pre-bloom","Glenelg","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2023-11-23",8.665889512791649,1.64509027662219,Inf,5.973449419006526,12.571905406776196,"Not modelled by Status","2023-11-23","Pre-bloom","Glenelg","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2025-10-21",1.465662319248271,0.3807441552383653,Inf,0.8808704460309552,2.438685556705271,"Not modelled by Status","2025-10-21","Bloom","Glenelg","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2026-03-20",6.105319449315884,1.1833037129840707,Inf,4.175731779507007,8.92656127032075,"Not modelled by Status","2026-03-20","Bloom","Glenelg","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2014-09-03",5.83333331393224,0.986013214897299,Inf,4.188297117072102,8.12448988223151,"Not modelled by Status","2014-09-03","Pre-bloom","Middle/Long Spit - Middle Spit Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"2015-01-07",8.826086955924396,0.6194698125252034,Inf,7.691757264786286,10.12770011739355,"Not modelled by Status","2015-01-07","Pre-bloom","Middle/Long Spit - Middle Spit Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"2016-01-10",7.9999999861225835,0.617213348848394,Inf,6.877306291415354,9.30596909110327,"Not modelled by Status","2016-01-10","Pre-bloom","Middle/Long Spit - Middle Spit Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"2016-03-11",9.166666723906141,1.236032984928108,Inf,7.037776306483506,11.939535325917948,"Not modelled by Status","2016-03-11","Pre-bloom","Middle/Long Spit - Middle Spit Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"2026-01-26",7.333333307736823,0.5527707521642451,Inf,6.3261531168651475,8.500865598556878,"Not modelled by Status","2026-01-26","Bloom","Middle/Long Spit - Middle Spit Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"2015-04-28",12.304118377813728,2.919512628026686,Inf,7.72819358481275,19.589484579263637,"Not modelled by Status","2015-04-28","Pre-bloom","O'Sullivan","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2015-10-09",13.236546096101318,3.11083831561813,Inf,8.350764534649024,20.98085173246701,"Not modelled by Status","2015-10-09","Pre-bloom","O'Sullivan","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2021-10-12",5.994987391706723,1.1029249556403,Inf,4.180121206831578,8.597806630101058,"Not modelled by Status","2021-10-12","Pre-bloom","O'Sullivan","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2022-12-01",5.948788591655613,1.0672315426423196,Inf,4.185239142331373,8.455451290771204,"Not modelled by Status","2022-12-01","Pre-bloom","O'Sullivan","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2023-12-01",5.249911837271216,0.9668652204265475,Inf,3.6592157156505922,7.532098799542926,"Not modelled by Status","2023-12-01","Pre-bloom","O'Sullivan","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2024-12-19",4.093781338153896,0.7987981463585565,Inf,2.7927633445299618,6.000882845101131,"Not modelled by Status","2024-12-19","Pre-bloom","O'Sullivan","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2025-02-04",6.564733812112669,1.3600311638554854,Inf,4.373928894492589,9.852864795803866,"Not modelled by Status","2025-02-04","Pre-bloom","O'Sullivan","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2025-11-13",4.641543166194984,0.7840117628356115,Inf,3.3333763082802563,6.46309356376455,"Not modelled by Status","2025-11-13","Bloom","O'Sullivan","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2026-03-06",3.954135828042667,0.6913597330703021,Inf,2.8068777406810037,5.570313918559653,"Not modelled by Status","2026-03-06","Bloom","O'Sullivan","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2014-09-03",4.665368087268059,1.6341771701024865,Inf,2.3481643523237943,9.269223156445362,"Fished","2014-09-03","Pre-bloom","Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"2016-03-11",5.5984427717766785,1.9610127840046891,Inf,2.8177979511209243,11.12306915277244,"Fished","2016-03-11","Pre-bloom","Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"2016-11-03",4.113851377265097,0.955903638847717,Inf,2.6089245376691244,6.486877220813003,"Fished","2016-11-03","Pre-bloom","Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"2025-10-13",2.617143358642913,0.7305202195514877,Inf,1.5143721128540786,4.522956611225384,"Fished","2025-10-13","Bloom","Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"2014-09-03",5.797594861344112,0.953393270057264,Inf,4.200208823123729,8.002484541062902,"No-take","2014-09-03","Pre-bloom","Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"2016-03-11",5.549127191987493,0.9232629677147826,Inf,4.004994201153522,7.688603540046578,"No-take","2016-03-11","Pre-bloom","Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"2016-11-03",3.893833466927312,1.2945350271150697,Inf,2.0294990038216594,7.470779261094682,"No-take","2016-11-03","Pre-bloom","Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"2025-10-13",2.9816204775327573,0.7792956087382571,Inf,1.786392237078562,4.976544617424745,"No-take","2025-10-13","Bloom","Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"2017-02-03",12.916666838593299,1.3105517062876941,Inf,10.587313924731475,15.758509042551825,"No-take","2017-02-03","Pre-bloom","Orcades Bank - Orcades Bank Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary","overall","richness"
"2017-02-03",8.562954748170895,1.0151995257285944,Inf,6.787465238608024,10.802883173845887,"Fished","2017-02-03","Pre-bloom","Port Gibbon - Port Gibbon Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"2025-11-14",9.355272442864237,1.023093931967045,Inf,7.550381867192348,11.591615367231777,"Fished","2025-11-14","Bloom","Port Gibbon - Port Gibbon Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
