"start_date_fct","response","SE","df","asymp.LCL","asymp.UCL","start_date_date","Period","reporting_name","metric","model_family","family_code","family_selection_reason","1","metric_id"
"2025-02-20",15.654771931519521,0.8788893135312275,Inf,14.023571606027122,17.475710975267045,"2025-02-20","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2025-12-17",12.492486015537917,0.7599575952747156,Inf,11.08836667677455,14.074408918609707,"2025-12-17","Bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2015-11-15",10.229891821957102,0.939933822793402,Inf,8.544009016471037,12.248428868368524,"2015-11-15","Pre-bloom","Chinamans Hat - Chinamans Hat Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2025-12-04",8.931261775464408,0.873017628993566,Inf,7.3741017669632765,10.81724112613117,"2025-12-04","Bloom","Chinamans Hat - Chinamans Hat Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2017-01-12",4.562071891394754,0.5340001898966712,Inf,3.626829829506026,5.738482619982414,"2017-01-12","Pre-bloom","Cuttlefish Coast - Fairway Bank Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"2026-02-16",4.373213900046938,0.4787135135784994,Inf,3.528775343380263,5.41972722957298,"2026-02-16","Bloom","Cuttlefish Coast - Fairway Bank Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"2016-01-19",12.000099876288433,2.275457828648887,Inf,8.275230561621575,17.401617510060003,"2016-01-19","Pre-bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2017-02-25",15.500079199593408,1.9855685422820486,Inf,12.058534727613692,19.92385149776922,"2017-02-25","Pre-bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2019-02-16",11.818203550490367,1.6599728592534475,Inf,8.974134249649335,15.563611071037935,"2019-02-16","Pre-bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2020-04-10",7.749981221509349,1.143905215186859,Inf,5.803131678098926,10.34996485784096,"2020-04-10","Pre-bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2022-03-16",15.500040766602316,1.9855627703325036,Inf,12.058506122081386,19.923799957806427,"2022-03-16","Pre-bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2025-11-10",21.083471229846136,2.580981232981866,Inf,16.585949422213165,26.800561594889743,"2025-11-10","Bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2026-04-08",20.83332040718475,2.5543869135624484,Inf,16.382950551689788,26.492617298637555,"2026-04-08","Bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2020-10-13",7.111629160770728,1.4111514936910379,Inf,4.820213411298599,10.492329904268544,"2020-10-13","Pre-bloom","Glenelg","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2021-10-25",6.665389098892352,1.3115065193981597,Inf,4.532522354938285,9.801917863952363,"2021-10-25","Pre-bloom","Glenelg","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2022-12-02",5.758988979744467,1.1446402050619087,Inf,3.9008913955463145,8.502147510869978,"2022-12-02","Pre-bloom","Glenelg","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2023-11-23",8.665889512791649,1.64509027662219,Inf,5.973449419006526,12.571905406776196,"2023-11-23","Pre-bloom","Glenelg","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2025-10-21",1.465662319248271,0.3807441552383653,Inf,0.8808704460309552,2.438685556705271,"2025-10-21","Bloom","Glenelg","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2026-03-20",6.105319449315884,1.1833037129840707,Inf,4.175731779507007,8.92656127032075,"2026-03-20","Bloom","Glenelg","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2014-09-03",5.83333331393224,0.986013214897299,Inf,4.188297117072102,8.12448988223151,"2014-09-03","Pre-bloom","Middle/Long Spit - Middle Spit Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"2015-01-07",8.826086955924396,0.6194698125252034,Inf,7.691757264786286,10.12770011739355,"2015-01-07","Pre-bloom","Middle/Long Spit - Middle Spit Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"2016-01-10",7.9999999861225835,0.617213348848394,Inf,6.877306291415354,9.30596909110327,"2016-01-10","Pre-bloom","Middle/Long Spit - Middle Spit Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"2016-03-11",9.166666723906141,1.236032984928108,Inf,7.037776306483506,11.939535325917948,"2016-03-11","Pre-bloom","Middle/Long Spit - Middle Spit Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"2026-01-26",7.333333307736823,0.5527707521642451,Inf,6.3261531168651475,8.500865598556878,"2026-01-26","Bloom","Middle/Long Spit - Middle Spit Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"2015-04-28",12.304118377813728,2.919512628026686,Inf,7.72819358481275,19.589484579263637,"2015-04-28","Pre-bloom","O'Sullivan","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2015-10-09",13.236546096101318,3.11083831561813,Inf,8.350764534649024,20.98085173246701,"2015-10-09","Pre-bloom","O'Sullivan","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2021-10-12",5.994987391706723,1.1029249556403,Inf,4.180121206831578,8.597806630101058,"2021-10-12","Pre-bloom","O'Sullivan","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2022-12-01",5.948788591655613,1.0672315426423196,Inf,4.185239142331373,8.455451290771204,"2022-12-01","Pre-bloom","O'Sullivan","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2023-12-01",5.249911837271216,0.9668652204265475,Inf,3.6592157156505922,7.532098799542926,"2023-12-01","Pre-bloom","O'Sullivan","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2024-12-19",4.093781338153896,0.7987981463585565,Inf,2.7927633445299618,6.000882845101131,"2024-12-19","Pre-bloom","O'Sullivan","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2025-02-04",6.564733812112669,1.3600311638554854,Inf,4.373928894492589,9.852864795803866,"2025-02-04","Pre-bloom","O'Sullivan","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2025-11-13",4.641543166194984,0.7840117628356115,Inf,3.3333763082802563,6.46309356376455,"2025-11-13","Bloom","O'Sullivan","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2026-03-06",3.954135828042667,0.6913597330703021,Inf,2.8068777406810037,5.570313918559653,"2026-03-06","Bloom","O'Sullivan","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2014-09-03",5.200760910580692,1.0184279673916246,Inf,3.5430897469102915,7.6339906638297546,"2014-09-03","Pre-bloom","Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"2016-03-11",5.573730439988266,1.093737225121543,Inf,3.79414615299887,8.188000610650446,"2016-03-11","Pre-bloom","Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"2016-11-03",4.002330842241786,0.7898382965995704,Inf,2.7185227709003117,5.89241051876672,"2016-11-03","Pre-bloom","Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"2025-10-13",2.7934437940951247,0.535341940264825,Inf,1.918729409309777,4.066924806023404,"2025-10-13","Bloom","Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"2017-02-03",12.916666838593299,1.3105517062876941,Inf,10.587313924731475,15.758509042551825,"2017-02-03","Pre-bloom","Orcades Bank - Orcades Bank Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary","overall","richness"
"2017-02-03",7.645813135397567,0.6520527304570285,Inf,6.468911830531137,9.036830309776873,"2017-02-03","Pre-bloom","Port Gibbon - Port Gibbon Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"2025-11-14",9.197671380770256,0.7331713813524414,Inf,7.867310676154483,10.752995821691771,"2025-11-14","Bloom","Port Gibbon - Port Gibbon Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"2015-04-28",4.399997931767683,0.9380828533167231,Inf,2.8971812511489787,6.682350920185617,"2015-04-28","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"2015-10-09",10.333329941065438,1.3123343208980793,Inf,8.056336240690122,13.253879242479663,"2015-10-09","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"2021-10-12",8.250001643808178,1.4361406850313472,Inf,5.865146883297934,11.60457333415775,"2021-10-12","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"2022-12-01",13.500004066152592,1.8371174306609377,Inf,10.339512631461115,17.62656677178236,"2022-12-01","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"2023-12-01",8.750000267093524,1.4790198450968446,Inf,6.282445926713566,12.186735161314417,"2023-12-01","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"2024-12-19",9.500000746913853,1.5411034328996067,Inf,6.912585760034516,13.055897940991786,"2024-12-19","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"2025-02-04",6.7499992962651545,1.2990379297065706,Inf,4.629029188976151,9.842774508332187,"2025-02-04","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"2025-11-13",8.500003285803528,1.1902382022894848,Inf,6.459918959082393,11.184359481335294,"2025-11-13","Bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"2015-12-10",8.134303832630113,0.6261998902139007,Inf,6.99507988989888,9.459062638739562,"2015-12-10","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"2016-12-06",7.923116312557109,0.6120820733814263,Inf,6.809863704496547,9.218359548203258,"2016-12-06","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"2017-12-05",8.433979357922581,0.6677876732395458,Inf,7.221640923192336,9.849840024782095,"2017-12-05","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"2018-12-11",8.966319977685638,0.6683208583997451,Inf,7.74762137163995,10.37671952278526,"2018-12-11","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"2021-01-21",11.270204667477735,0.7530439399952531,Inf,9.886825462801774,12.847148331355504,"2021-01-21","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"2025-02-27",13.036734592805319,0.8287284462532346,Inf,11.50956836868156,14.76653540767973,"2025-02-27","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"2025-12-10",8.938558963067772,0.6544144675584235,Inf,7.743706702039825,10.31777666827086,"2025-12-10","Bloom","Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"2016-01-20",15.293077239801972,1.0130911191978025,Inf,13.430957288225276,17.41336871554098,"2016-01-20","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2016-12-06",10.224165702551566,0.7674851369697842,Inf,8.82534634615788,11.84469823767772,"2016-12-06","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2017-12-05",14.567546059091915,1.5858716211073742,Inf,11.768517639994911,18.032296392416004,"2017-12-05","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2018-01-17",11.002278901721205,0.9664906652669675,Inf,9.262094343298909,13.069413519722882,"2018-01-17","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2019-01-22",12.963159464310616,0.8743814930423286,Inf,11.357852996281968,14.795358185403131,"2019-01-22","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2021-01-21",13.506296632814252,0.8981797998520088,Inf,11.85579505252068,15.386572382995517,"2021-01-21","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2025-04-02",14.006497405184396,0.9372723149778488,Inf,12.284846099763092,15.969428348412151,"2025-04-02","Bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2026-01-27",14.187271911985956,0.9448064544608958,Inf,12.451246207255952,16.165344492772995,"2026-01-27","Bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"richness"
"2016-04-19",9.523780603567053,0.7467705115113727,Inf,8.167059079282028,11.105882313863919,"2016-04-19","Pre-bloom","The Pages - The Pages Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"2017-06-02",11.059774884864117,0.837131688240958,Inf,9.534929996233382,12.82847598799268,"2017-06-02","Pre-bloom","The Pages - The Pages Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"2018-06-26",10.333256095971944,0.803989275554145,Inf,8.871735995638328,12.035545421711879,"2018-06-26","Pre-bloom","The Pages - The Pages Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"2019-06-06",11.396062640223574,0.8407656916655325,Inf,9.861792323589006,13.169030480316968,"2019-06-06","Pre-bloom","The Pages - The Pages Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"2021-05-20",8.966723884641043,0.732487092922049,Inf,7.640109401009192,10.52368925669726,"2021-05-20","Pre-bloom","The Pages - The Pages Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"2025-04-09",7.333693203962051,0.7475087419809703,Inf,6.005669930423829,8.955379938111856,"2025-04-09","Bloom","The Pages - The Pages Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"2025-12-02",6.80237896255272,0.6052916847714953,Inf,5.713719380148002,8.098465547844464,"2025-12-02","Bloom","The Pages - The Pages Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"2026-03-01",12.061606175168096,0.8731285127371292,Inf,10.466161981843545,13.900257207678665,"2026-03-01","Bloom","The Pages - The Pages Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"2017-11-28",6.416523634401866,1.3536985662033663,Inf,4.243470640819939,9.702382562703999,"2017-11-28","Pre-bloom","Victor Harbor - Encounter Bay Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"2018-11-27",6.386746586676004,1.7114643688088056,Inf,3.7773058914185627,10.798842650018676,"2018-11-27","Pre-bloom","Victor Harbor - Encounter Bay Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"2021-11-23",7.9414764073810575,1.7461877999722317,Inf,5.16104140481237,12.219829794464275,"2021-11-23","Pre-bloom","Victor Harbor - Encounter Bay Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"2025-10-30",8.560614054663846,1.7012127031615034,Inf,5.7989508295319965,12.637477907158347,"2025-10-30","Bloom","Victor Harbor - Encounter Bay Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"2026-01-23",8.976177250425462,1.7787128997912212,Inf,6.0872049955875305,13.236248506409781,"2026-01-23","Bloom","Victor Harbor - Encounter Bay Sanctuary Zone","Species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"richness"
"2017-04-12",6.721222442746919,1.0356910356252453,Inf,4.96917578270234,9.091010883965518,"2017-04-12","Pre-bloom","Windara Reef - Windara Shell fish Reef Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"2017-11-23",7.45892059324475,1.119793184654782,Inf,5.557593245902298,10.010717581275234,"2017-11-23","Pre-bloom","Windara Reef - Windara Shell fish Reef Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"2018-04-24",6.393354336642834,0.998058599566348,Inf,4.708133402463737,8.681780268265149,"2018-04-24","Pre-bloom","Windara Reef - Windara Shell fish Reef Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"2018-11-29",7.049105664051429,1.0731623879945218,Inf,5.230537350735073,9.499959054107276,"2018-11-29","Pre-bloom","Windara Reef - Windara Shell fish Reef Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"2019-10-22",6.147440177848709,0.969714590506706,Inf,4.512563992904773,8.374622675633724,"2019-10-22","Pre-bloom","Windara Reef - Windara Shell fish Reef Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"2020-10-28",9.180218393930485,1.3137012395129257,Inf,6.9349759723648114,12.15237227873503,"2020-10-28","Pre-bloom","Windara Reef - Windara Shell fish Reef Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"2025-10-24",4.098314785907624,0.7279486520903408,Inf,2.8934344822220206,5.804929811816708,"2025-10-24","Bloom","Windara Reef - Windara Shell fish Reef Sanctuary Zone","Species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"richness"
"2014-09-03",0.5788814035085061,0.32317613600743983,Inf,0.19381322539440024,1.7290031608836731,"2014-09-03","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"sharks_rays"
"2015-12-10",0.15821198754073926,0.11010477396987281,Inf,0.04044464733998742,0.6188960628380354,"2015-12-10","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"sharks_rays"
"2016-02-12",0.44348192425191624,0.26743992096575364,Inf,0.1360073535266914,1.4460704663265482,"2016-02-12","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"sharks_rays"
"2016-11-19",0.8693656503270851,0.5088291854339131,Inf,0.2760606607664911,2.7377918746921144,"2016-11-19","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"sharks_rays"
"2020-11-26",0.38638491935580466,0.26809952946987287,Inf,0.09917449113498526,1.5053599388011003,"2020-11-26","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"sharks_rays"
"2021-11-22",0.43468379169285054,0.3266738572077091,Inf,0.09965013401167126,1.8961339152674215,"2021-11-22","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"sharks_rays"
